sample_id,latitude,longitude,date,area_hectares,tree_count,trees_per_hectare,density_category,dominant_species,ndvi,nir,red,green,blue,gndvi,nir_red_ratio,green_red_ratio,nir_std,texture,canopy_density,forest_type,elevation_m,slope_degrees,source,quality_score
dang_0246,20.778556,73.891228,2024-03-26,1.0,160,160.94,very_dense,Kalam,0.738,0.5899,0.1778,0.1793,0.1452,0.5338,3.3158,1.0075,0.1671,0.3374,85.06,Tropical Deciduous,208.0,10.1,FSI_Report_2017,0.8501414549486679
dang_0247,20.564926,73.572147,2024-03-27,1.0,163,163.77,very_dense,Kher,0.7905,0.6,0.1704,0.2144,0.1076,0.4735,3.5192,1.2573,0.1653,0.1679,87.31,Tropical Deciduous,744.1,26.1,FSI_Report_2017,0.7669190366648747
dang_0248,20.562843,73.803028,2024-03-20,1.0,168,168.06,very_dense,Teak,0.717,0.6,0.1532,0.2391,0.1211,0.43,3.9129,1.5594,0.069,0.1084,85.57,Teak Plantation,949.9,16.9,Field_Survey_2024,0.8646416233000487
dang_0249,20.863814,73.745388,2024-03-02,1.0,166,166.55,very_dense,Sadad,0.8448,0.6,0.1856,0.2365,0.1364,0.4344,3.231,1.2737,0.125,0.1208,72.25,Teak Plantation,473.9,32.1,DAIICT_Study_2019,0.8636922770515137
dang_0250,20.858977,73.644112,2024-03-14,1.0,171,171.39,very_dense,Teak,0.8492,0.6,0.126,0.2756,0.1414,0.3704,4.7566,2.1851,0.1372,0.1761,88.91,Tropical Deciduous,1028.1,11.4,FSI_Report_2017,0.8853420803573203
dang_0251,20.517945,73.842995,2024-03-17,1.0,126,126.6,dense,Teak,0.6335,0.5144,0.1734,0.1642,0.1632,0.516,2.9644,0.9461,0.1878,0.2949,43.1,Tropical Deciduous,842.5,27.3,FSI_Report_2017,0.8334486070084063
dang_0252,20.857667,73.676258,2024-03-19,1.0,105,105.93,dense,Teak,0.5638,0.5198,0.2703,0.2735,0.1699,0.3104,1.9224,1.0116,0.133,0.3437,51.52,Teak Plantation,1089.4,7.9,DAIICT_Study_2019,0.8910147470697856
dang_0253,20.566415,73.536192,2024-03-07,1.0,139,139.49,dense,Teak,0.6166,0.5232,0.2524,0.2993,0.1383,0.2721,2.0721,1.1856,0.1719,0.1981,49.17,Tropical Deciduous,788.9,23.9,DAIICT_Study_2019,0.9519897513630666
dang_0254,20.817215,73.560228,2024-03-27,1.0,104,104.78,dense,Teak,0.6359,0.5072,0.2396,0.2139,0.1795,0.4067,2.1157,0.8922,0.0639,0.3341,60.21,Teak Plantation,442.2,17.2,Field_Survey_2024,0.9697583278138877
dang_0255,20.611067,73.775099,2024-03-26,1.0,104,104.32,dense,Teak,0.6218,0.5316,0.2176,0.1629,0.0857,0.5308,2.4419,0.7483,0.0658,0.2757,56.33,Tropical Deciduous,755.9,28.7,FSI_Report_2017,0.8842308097124414
dang_0256,20.846087,73.62325,2024-03-06,1.0,126,126.12,dense,Teak,0.5731,0.5416,0.2326,0.1704,0.1694,0.5213,2.3278,0.7322,0.0612,0.3723,69.9,Teak Plantation,881.9,11.8,Satellite_Analysis,0.759795919413172
dang_0257,20.867941,73.964724,2024-03-13,1.0,130,130.66,dense,Teak,0.6553,0.5263,0.221,0.2094,0.1556,0.4307,2.3808,0.9472,0.1181,0.2237,68.04,Tropical Deciduous,264.4,20.5,Satellite_Analysis,0.972924279371435
dang_0258,20.527871,73.667469,2024-03-04,1.0,106,106.64,dense,Teak,0.5592,0.4854,0.1929,0.1671,0.1741,0.4877,2.5154,0.866,0.1809,0.2356,69.57,Tropical Deciduous,733.3,21.6,DAIICT_Study_2019,0.9123482740061389
dang_0259,20.727416,73.705924,2024-03-07,1.0,125,125.95,dense,Teak,0.6932,0.5311,0.1898,0.2403,0.1382,0.3769,2.7967,1.2653,0.1102,0.2014,43.8,Tropical Deciduous,304.5,25.7,FSI_Report_2017,0.82727163916734
dang_0260,20.776615,73.797555,2024-03-09,1.0,103,103.94,dense,Teak,0.5675,0.4659,0.2093,0.2295,0.1478,0.3399,2.2249,1.0959,0.1389,0.1445,45.16,Teak Plantation,680.4,30.4,DAIICT_Study_2019,0.7838462712216564
dang_0261,20.762054,73.65721,2024-03-16,1.0,123,123.46,dense,Teak,0.6743,0.5126,0.1954,0.2445,0.1629,0.354,2.6218,1.2507,0.1675,0.1831,68.23,Tropical Deciduous,981.4,34.0,FSI_Report_2017,0.7829862808143432
dang_0262,20.516837,73.701076,2024-03-05,1.0,116,116.91,dense,Sadad,0.6993,0.5207,0.2297,0.1724,0.1586,0.5025,2.2657,0.7501,0.1427,0.2026,66.22,Tropical Deciduous,365.4,19.8,DAIICT_Study_2019,0.7885812134121086
dang_0263,20.508631,73.554196,2024-03-18,1.0,123,123.98,dense,Teak,0.6854,0.5495,0.166,0.2164,0.0848,0.4349,3.308,1.3026,0.1731,0.3479,57.64,Tropical Deciduous,909.8,19.4,Satellite_Analysis,0.7604816799711787
dang_0264,20.894329,73.79925,2024-03-23,1.0,109,109.9,dense,Teak,0.6799,0.5244,0.1875,0.1521,0.1278,0.5502,2.795,0.8109,0.0532,0.3459,64.75,Teak Plantation,419.2,29.3,DAIICT_Study_2019,0.9574954633901697
dang_0265,20.81363,73.501273,2024-03-03,1.0,107,107.38,dense,Teak,0.5803,0.4869,0.181,0.2097,0.1312,0.3979,2.6883,1.1577,0.1225,0.2148,65.17,Tropical Deciduous,630.4,2.2,FSI_Report_2017,0.8743766935502874
dang_0266,20.783541,73.941304,2024-03-28,1.0,110,110.32,dense,Teak,0.567,0.532,0.2577,0.2734,0.1703,0.3211,2.0637,1.0604,0.1287,0.2354,49.91,Tropical Deciduous,581.6,15.8,Satellite_Analysis,0.9109906649241826
dang_0267,20.900457,73.87966,2024-03-14,1.0,109,109.83,dense,Bamboo,0.6037,0.5612,0.2373,0.2923,0.0943,0.3149,2.3637,1.2314,0.1073,0.2664,42.3,Tropical Deciduous,786.9,22.5,DAIICT_Study_2019,0.9404649571317107
dang_0268,20.707154,73.507202,2024-03-01,1.0,100,100.89,dense,Teak,0.6983,0.5231,0.2373,0.2325,0.1763,0.3846,2.2035,0.9793,0.0672,0.2471,45.09,Tropical Deciduous,736.7,7.3,DAIICT_Study_2019,0.932054431456636
dang_0269,20.664817,73.892304,2024-03-13,1.0,111,111.22,dense,Teak,0.6025,0.5397,0.2685,0.1861,0.1674,0.4871,2.0094,0.6928,0.1746,0.1674,51.98,Tropical Deciduous,1079.3,6.3,Field_Survey_2024,0.9529992934576336
dang_0270,20.867171,73.708492,2024-03-27,1.0,114,114.88,dense,Teak,0.6283,0.4838,0.1796,0.2936,0.169,0.2446,2.6915,1.6334,0.1478,0.2379,60.27,Teak Plantation,690.1,2.1,Field_Survey_2024,0.9724685631807389
dang_0271,21.000698,73.500631,2024-03-23,1.0,137,137.97,dense,Sadad,0.6819,0.5999,0.2446,0.1812,0.1155,0.5359,2.4517,0.7408,0.1504,0.2451,52.55,Tropical Deciduous,714.1,20.1,FSI_Report_2017,0.850986241390646
dang_0272,20.777176,73.784877,2024-03-18,1.0,102,102.77,dense,Teak,0.6741,0.5299,0.1951,0.1565,0.1499,0.5439,2.7153,0.8019,0.0996,0.3234,52.37,Tropical Deciduous,637.5,4.6,DAIICT_Study_2019,0.9685771573337298
dang_0273,20.959037,73.52597,2024-03-28,1.0,120,120.55,dense,Teak,0.5932,0.4566,0.2217,0.1928,0.1535,0.406,2.0589,0.8696,0.0536,0.2754,68.24,Tropical Deciduous,598.1,3.2,Field_Survey_2024,0.9163566881188477
dang_0274,20.703057,73.760016,2024-03-30,1.0,125,125.68,dense,Teak,0.5913,0.5043,0.1848,0.2382,0.1116,0.3583,2.7276,1.2885,0.144,0.3425,58.35,Tropical Deciduous,393.0,11.5,FSI_Report_2017,0.766253683770858
dang_0275,20.897518,73.69056,2024-03-25,1.0,122,122.21,dense,Teak,0.6382,0.5256,0.2201,0.1622,0.0888,0.5282,2.387,0.7368,0.0758,0.2554,46.42,Tropical Deciduous,530.3,28.4,FSI_Report_2017,0.9068101178788395
dang_0276,20.835721,73.900957,2024-03-04,1.0,110,110.64,dense,Teak,0.5999,0.5157,0.2407,0.2494,0.1608,0.348,2.1413,1.0355,0.1829,0.3448,40.57,Teak Plantation,348.0,4.7,Field_Survey_2024,0.9079448317091152
dang_0277,20.525376,73.564957,2024-03-11,1.0,108,108.83,dense,Teak,0.5707,0.5283,0.2288,0.2512,0.1039,0.3554,2.3083,1.0976,0.1637,0.328,49.38,Tropical Deciduous,349.2,34.2,Field_Survey_2024,0.9583479296722812
dang_0278,20.650307,73.892435,2024-03-23,1.0,106,106.05,dense,Kudi,0.5728,0.4765,0.1836,0.1774,0.1765,0.4574,2.5939,0.9655,0.1142,0.2896,61.78,Tropical Deciduous,289.9,7.2,DAIICT_Study_2019,0.8357743904681212
dang_0279,20.698448,73.498464,2024-03-30,1.0,107,107.95,dense,Teak,0.6675,0.5914,0.1868,0.2627,0.1697,0.3848,3.1649,1.4057,0.1769,0.1548,68.69,Tropical Deciduous,472.3,2.2,DAIICT_Study_2019,0.8845296450625181
dang_0280,20.622484,73.656102,2024-03-20,1.0,119,119.43,dense,Teak,0.6319,0.5718,0.2476,0.2678,0.1074,0.3621,2.3086,1.0811,0.1868,0.1293,65.6,Tropical Deciduous,201.1,23.4,FSI_Report_2017,0.7528031367327008
dang_0281,20.651658,73.527371,2024-03-11,1.0,134,134.46,dense,Teak,0.5706,0.5376,0.2117,0.2493,0.1552,0.3662,2.5382,1.1773,0.1718,0.3837,49.39,Teak Plantation,275.1,24.7,Field_Survey_2024,0.8263773057017073
dang_0282,20.624399,73.938768,2024-03-22,1.0,112,112.29,dense,Sadad,0.679,0.6,0.1681,0.1632,0.0995,0.5722,3.5675,0.9705,0.1731,0.303,59.08,Tropical Deciduous,698.9,10.8,DAIICT_Study_2019,0.7643160570165196
dang_0283,20.994184,73.968984,2024-03-15,1.0,104,104.22,dense,Sadad,0.6758,0.5726,0.217,0.2044,0.1679,0.4737,2.638,0.9419,0.1588,0.1338,52.23,Teak Plantation,194.8,33.6,Field_Survey_2024,0.8700307837359262
dang_0284,20.633655,73.621461,2024-03-15,1.0,134,134.54,dense,Teak,0.5698,0.5397,0.2373,0.2993,0.1712,0.2864,2.2731,1.2608,0.0832,0.1168,47.67,Tropical Deciduous,313.0,5.9,DAIICT_Study_2019,0.9380129596165993
dang_0285,20.558234,73.706382,2024-03-14,1.0,139,139.31,dense,Teak,0.5875,0.4598,0.2401,0.2393,0.1215,0.3154,1.9147,0.9964,0.1133,0.3355,45.87,Teak Plantation,766.3,14.7,DAIICT_Study_2019,0.7974818191896859
dang_0286,20.877948,73.755694,2024-03-02,1.0,129,129.85,dense,Teak,0.5967,0.5426,0.1969,0.1502,0.1176,0.5662,2.7538,0.7625,0.1356,0.2436,65.86,Tropical Deciduous,676.1,18.0,FSI_Report_2017,0.871311440478289
dang_0287,20.87832,73.867512,2024-03-01,1.0,128,128.96,dense,Kalam,0.6893,0.5566,0.1551,0.2269,0.1149,0.4209,3.5862,1.4616,0.1062,0.2864,61.56,Tropical Deciduous,183.8,34.8,FSI_Report_2017,0.7969219863974765
dang_0288,20.592724,73.514802,2024-03-13,1.0,103,103.25,dense,Teak,0.6178,0.5446,0.2333,0.2723,0.1677,0.3334,2.3333,1.1665,0.166,0.3015,40.95,Tropical Deciduous,185.8,28.3,DAIICT_Study_2019,0.7777583476046352
dang_0289,20.638163,73.892745,2024-03-04,1.0,139,139.69,dense,Teak,0.6786,0.5169,0.217,0.2018,0.0807,0.4383,2.3805,0.9295,0.1105,0.1704,64.57,Tropical Deciduous,936.1,0.0,DAIICT_Study_2019,0.8675292621448988
dang_0290,20.614889,73.529659,2024-03-19,1.0,117,117.13,dense,Teak,0.5592,0.4579,0.2186,0.2158,0.1777,0.3593,2.0942,0.9869,0.1712,0.3212,56.11,Teak Plantation,472.4,24.8,Satellite_Analysis,0.7682041828184374
dang_0291,20.838329,73.924165,2024-03-24,1.0,104,104.9,dense,Teak,0.6452,0.4995,0.1635,0.2864,0.099,0.2711,3.0537,1.7509,0.1732,0.2634,42.34,Teak Plantation,384.6,30.1,FSI_Report_2017,0.8850915651617375
dang_0292,20.503111,73.755138,2024-03-01,1.0,133,133.46,dense,Kalam,0.6254,0.4767,0.2427,0.2971,0.1406,0.232,1.9633,1.2238,0.1256,0.3635,68.58,Teak Plantation,573.2,20.7,Field_Survey_2024,0.757207615955647
dang_0293,20.723265,73.916798,2024-03-22,1.0,129,129.58,dense,Teak,0.6468,0.5037,0.2107,0.1631,0.1177,0.5107,2.3899,0.774,0.112,0.1119,48.22,Teak Plantation,1056.0,12.3,FSI_Report_2017,0.7745444435297264
dang_0294,20.695372,73.976756,2024-03-29,1.0,120,120.15,dense,Teak,0.6744,0.5554,0.2097,0.2217,0.1278,0.4295,2.6473,1.0565,0.1652,0.2886,59.0,Tropical Deciduous,654.6,26.1,Satellite_Analysis,0.8764994216620923
dang_0295,20.965182,73.911971,2024-03-29,1.0,112,112.55,dense,Sadad,0.6453,0.5228,0.1712,0.2395,0.1614,0.3716,3.0511,1.3976,0.1073,0.1397,45.9,Tropical Deciduous,434.9,22.5,Field_Survey_2024,0.8860237049667502
dang_0296,20.680297,73.913838,2024-03-17,1.0,107,107.73,dense,Sadad,0.6207,0.5197,0.2016,0.2276,0.1213,0.3908,2.5763,1.1283,0.0799,0.2237,42.17,Tropical Deciduous,961.0,25.4,DAIICT_Study_2019,0.7566669939215643
dang_0297,20.59895,73.772273,2024-03-14,1.0,111,111.92,dense,Teak,0.5635,0.5292,0.1816,0.2226,0.0923,0.4078,2.9128,1.2252,0.0962,0.3778,44.85,Teak Plantation,345.5,26.0,DAIICT_Study_2019,0.8818766612403585
dang_0298,20.777441,73.766716,2024-03-18,1.0,129,129.15,dense,Kudi,0.5952,0.5171,0.1916,0.2835,0.0915,0.2917,2.6978,1.4794,0.0506,0.2506,57.49,Tropical Deciduous,201.8,11.0,DAIICT_Study_2019,0.9428555808244365
dang_0299,20.939083,73.539278,2024-03-26,1.0,116,116.95,dense,Teak,0.6013,0.5569,0.2141,0.2234,0.1152,0.4275,2.6003,1.0428,0.1864,0.2707,62.87,Teak Plantation,474.8,15.2,Satellite_Analysis,0.9161327207776093
dang_0300,20.899163,73.973306,2024-03-07,1.0,113,113.57,dense,Teak,0.6317,0.4831,0.235,0.2169,0.082,0.3803,2.0552,0.9227,0.0594,0.2162,57.5,Tropical Deciduous,738.2,16.8,Field_Survey_2024,0.7801725739017837
dang_0301,20.553645,73.798167,2024-03-01,1.0,129,129.94,dense,Teak,0.6224,0.495,0.26,0.2573,0.1757,0.316,1.9032,0.9891,0.1141,0.2425,66.94,Tropical Deciduous,821.9,8.8,DAIICT_Study_2019,0.8862691689396314
dang_0302,20.600894,73.49548,2024-03-02,1.0,100,100.88,dense,Teak,0.6037,0.4956,0.2077,0.1708,0.1538,0.4874,2.3853,0.8219,0.1785,0.3816,54.77,Teak Plantation,962.8,14.6,DAIICT_Study_2019,0.9046180750170691
dang_0303,20.758003,73.747754,2024-03-04,1.0,104,104.78,dense,Kudi,0.5992,0.5411,0.23,0.209,0.1273,0.4426,2.3517,0.9086,0.1782,0.202,66.09,Tropical Deciduous,888.0,29.7,FSI_Report_2017,0.7585631764030271
dang_0304,20.580358,73.854167,2024-03-05,1.0,104,104.76,dense,Teak,0.5711,0.4713,0.2305,0.2622,0.1637,0.285,2.0439,1.1371,0.1557,0.3786,62.16,Tropical Deciduous,401.8,24.4,FSI_Report_2017,0.9467299637972332
dang_0305,20.766397,73.91264,2024-03-17,1.0,104,104.85,dense,Teak,0.5954,0.5105,0.2278,0.2401,0.0966,0.3602,2.2398,1.0534,0.107,0.2852,69.09,Teak Plantation,1026.5,26.7,DAIICT_Study_2019,0.958441501376661
dang_0306,20.83461,73.811864,2024-03-12,1.0,119,119.59,dense,Teak,0.6293,0.511,0.2131,0.1796,0.1605,0.4797,2.3965,0.8424,0.0779,0.1255,53.09,Teak Plantation,565.8,9.7,DAIICT_Study_2019,0.9456040228733195
dang_0307,20.969644,73.963981,2024-03-07,1.0,111,111.52,dense,Teak,0.6587,0.5789,0.2386,0.1974,0.1652,0.4913,2.4247,0.8268,0.0561,0.1149,58.71,Tropical Deciduous,458.4,23.5,DAIICT_Study_2019,0.9396652376374961
dang_0308,20.639129,73.727586,2024-03-01,1.0,117,117.17,dense,Teak,0.5612,0.4474,0.2654,0.186,0.0995,0.4126,1.6851,0.7005,0.1257,0.3306,41.86,Tropical Deciduous,263.2,1.3,FSI_Report_2017,0.9213419956460054
dang_0309,20.556247,73.51795,2024-03-08,1.0,137,137.75,dense,Kalam,0.5876,0.4626,0.213,0.2425,0.1661,0.3121,2.1706,1.1378,0.1019,0.2961,50.51,Teak Plantation,990.6,8.1,DAIICT_Study_2019,0.8956893671948508
dang_0310,20.937019,73.782006,2024-03-01,1.0,124,124.03,dense,Bamboo,0.6551,0.5216,0.2165,0.2183,0.1282,0.4098,2.4077,1.0079,0.1637,0.1846,49.54,Teak Plantation,203.4,17.0,Satellite_Analysis,0.906084211147298
dang_0311,20.773592,73.621945,2024-03-29,1.0,108,108.81,dense,Teak,0.6273,0.4866,0.237,0.2859,0.1543,0.2597,2.0525,1.206,0.1299,0.3582,60.85,Tropical Deciduous,524.4,29.8,DAIICT_Study_2019,0.9354709174670461
dang_0312,20.874937,73.902676,2024-03-15,1.0,135,135.19,dense,Teak,0.6473,0.5783,0.2182,0.1697,0.111,0.5462,2.6496,0.7775,0.0803,0.3726,62.81,Teak Plantation,435.9,6.4,Field_Survey_2024,0.9023746454231001
dang_0313,20.610943,73.808429,2024-03-05,1.0,139,139.82,dense,Teak,0.6175,0.4958,0.209,0.2771,0.1006,0.2829,2.3708,1.325,0.1928,0.2026,69.57,Teak Plantation,918.1,11.1,FSI_Report_2017,0.8253772000368763
dang_0314,20.649508,73.514009,2024-03-09,1.0,121,121.53,dense,Teak,0.687,0.551,0.2269,0.1701,0.1735,0.5282,2.4277,0.7493,0.1627,0.3824,60.3,Tropical Deciduous,1041.3,9.6,DAIICT_Study_2019,0.8364710534971114
dang_0315,20.884645,73.967416,2024-03-10,1.0,101,101.3,dense,Sadad,0.5853,0.4822,0.2143,0.1863,0.1003,0.4425,2.2491,0.8691,0.1932,0.3756,41.41,Tropical Deciduous,534.9,8.4,Field_Survey_2024,0.9563232177256271
dang_0316,20.927861,73.871584,2024-03-30,1.0,108,108.75,dense,Teak,0.5989,0.535,0.2097,0.2412,0.1245,0.3784,2.55,1.1498,0.1614,0.1685,41.75,Tropical Deciduous,600.6,5.9,DAIICT_Study_2019,0.7539380797333473
dang_0317,20.525515,73.791495,2024-03-10,1.0,126,126.96,dense,Teak,0.5525,0.4654,0.2638,0.1616,0.1082,0.4844,1.7634,0.6124,0.1378,0.1769,68.02,Tropical Deciduous,907.5,17.8,Field_Survey_2024,0.9107287336861849
dang_0318,20.757401,73.930529,2024-03-17,1.0,128,128.69,dense,Teak,0.6373,0.5622,0.2452,0.2185,0.1275,0.4401,2.2913,0.8907,0.1079,0.39,60.91,Tropical Deciduous,969.8,16.8,FSI_Report_2017,0.9695988370577995
dang_0319,20.708027,73.94116,2024-03-26,1.0,133,133.06,dense,Teak,0.6337,0.4857,0.2571,0.2269,0.1091,0.3631,1.8883,0.8822,0.1204,0.3574,49.15,Tropical Deciduous,272.6,10.4,Field_Survey_2024,0.912432479090334
dang_0320,20.611801,73.579472,2024-03-04,1.0,115,115.03,dense,Teak,0.6731,0.5046,0.1937,0.1994,0.0852,0.4335,2.6029,1.0286,0.1175,0.1764,50.56,Teak Plantation,645.5,4.4,Satellite_Analysis,0.9785997572933098
dang_0321,20.884925,73.535264,2024-03-17,1.0,130,130.98,dense,Teak,0.5702,0.4889,0.2395,0.2143,0.0827,0.3905,2.04,0.8941,0.1675,0.1032,62.86,Teak Plantation,561.2,18.7,DAIICT_Study_2019,0.9081353282715161
dang_0322,20.94659,73.949386,2024-03-26,1.0,119,119.5,dense,Teak,0.6918,0.5208,0.2356,0.1576,0.1347,0.5354,2.21,0.6687,0.1836,0.1788,54.17,Tropical Deciduous,1054.5,28.8,Field_Survey_2024,0.757903496719878
dang_0323,20.912686,73.694389,2024-03-08,1.0,106,106.18,dense,Teak,0.6159,0.5206,0.1911,0.1975,0.0887,0.4499,2.7229,1.0328,0.0955,0.39,68.34,Tropical Deciduous,692.3,31.8,FSI_Report_2017,0.9402122727787924
dang_0324,20.977508,73.541421,2024-03-10,1.0,138,138.43,dense,Kalam,0.6306,0.4798,0.1866,0.2175,0.1493,0.3761,2.5702,1.1651,0.16,0.3986,48.63,Tropical Deciduous,656.7,14.2,FSI_Report_2017,0.8154648797460434
dang_0325,20.929288,73.748303,2024-03-24,1.0,102,102.36,dense,Kher,0.5907,0.4648,0.2023,0.1636,0.1468,0.4793,2.2964,0.8082,0.07,0.3556,64.52,Tropical Deciduous,1000.9,1.0,FSI_Report_2017,0.8525931619028214
dang_0326,20.666773,73.756198,2024-03-27,1.0,113,113.68,dense,Teak,0.6715,0.5267,0.171,0.2257,0.1061,0.4001,3.0787,1.3191,0.0514,0.2945,55.33,Tropical Deciduous,1068.6,20.0,Satellite_Analysis,0.8217811406586288
dang_0327,20.785158,73.936194,2024-03-22,1.0,137,137.03,dense,Teak,0.649,0.5283,0.1684,0.1894,0.1381,0.4722,3.1344,1.1236,0.1577,0.1373,57.99,Tropical Deciduous,638.3,24.2,Satellite_Analysis,0.8117674444282262
dang_0328,20.947396,73.57665,2024-03-14,1.0,127,127.51,dense,Teak,0.591,0.5283,0.1779,0.1574,0.1186,0.5408,2.9684,0.8844,0.103,0.1947,54.73,Tropical Deciduous,332.6,10.8,Satellite_Analysis,0.8492233118440506
dang_0329,20.722003,73.788058,2024-03-26,1.0,131,131.45,dense,Teak,0.6108,0.4667,0.2518,0.2071,0.1296,0.3852,1.8531,0.8224,0.0512,0.2476,69.59,Tropical Deciduous,525.6,24.1,Satellite_Analysis,0.837112833141355
dang_0330,20.653495,73.971697,2024-03-22,1.0,138,138.13,dense,Teak,0.5609,0.4564,0.2165,0.243,0.1345,0.3051,2.1072,1.122,0.0688,0.1869,47.16,Tropical Deciduous,540.6,24.6,FSI_Report_2017,0.8956678738237955
dang_0331,20.694712,73.991333,2024-03-27,1.0,116,116.73,dense,Teak,0.6167,0.5003,0.2367,0.2038,0.1068,0.4211,2.1132,0.8608,0.1148,0.1274,62.4,Tropical Deciduous,762.3,6.4,FSI_Report_2017,0.9370247762271274
dang_0332,21.00012,73.890314,2024-03-02,1.0,113,113.18,dense,Teak,0.654,0.569,0.1842,0.2717,0.1094,0.3535,3.0874,1.4744,0.1169,0.3181,60.79,Teak Plantation,363.9,23.2,Field_Survey_2024,0.8183303902330654
dang_0333,20.575723,73.877139,2024-03-16,1.0,122,122.77,dense,Kudi,0.5503,0.4563,0.2367,0.2583,0.0974,0.2769,1.9265,1.0908,0.132,0.3143,53.34,Tropical Deciduous,576.8,10.4,Satellite_Analysis,0.799155865149064
dang_0334,20.827401,73.521797,2024-03-16,1.0,118,118.56,dense,Teak,0.57,0.5348,0.2658,0.2561,0.0906,0.3522,2.0114,0.9634,0.1664,0.3424,63.03,Tropical Deciduous,761.7,29.2,DAIICT_Study_2019,0.9033859123001787
dang_0335,20.728928,73.763742,2024-03-07,1.0,132,132.95,dense,Teak,0.5628,0.5243,0.2311,0.1945,0.1065,0.4588,2.2679,0.8412,0.1148,0.3997,46.61,Tropical Deciduous,705.8,17.1,DAIICT_Study_2019,0.9041736151410797
dang_0336,20.631922,73.957891,2024-03-28,1.0,134,134.72,dense,Sadad,0.6742,0.5671,0.1553,0.1669,0.0849,0.5453,3.6505,1.074,0.0886,0.1407,47.8,Tropical Deciduous,1045.8,21.4,Satellite_Analysis,0.9572601850358196
dang_0337,20.553473,73.869068,2024-03-29,1.0,134,134.33,dense,Sadad,0.5756,0.489,0.2237,0.2684,0.1403,0.2913,2.1849,1.199,0.1481,0.3995,42.25,Tropical Deciduous,537.5,12.2,FSI_Report_2017,0.7536675078842615
dang_0338,20.841848,73.941961,2024-03-03,1.0,121,121.57,dense,Teak,0.5883,0.5297,0.2487,0.2383,0.1013,0.3795,2.1292,0.9576,0.0646,0.1193,57.78,Teak Plantation,965.4,16.2,Field_Survey_2024,0.9461993522867973
dang_0339,20.635994,73.697283,2024-03-21,1.0,102,102.64,dense,Kher,0.6959,0.5535,0.189,0.2033,0.1483,0.4627,2.9269,1.0749,0.1493,0.3146,48.04,Tropical Deciduous,269.0,22.9,FSI_Report_2017,0.8698304997781221
dang_0340,20.937597,73.94781,2024-03-24,1.0,139,139.32,dense,Teak,0.6241,0.5614,0.2365,0.2252,0.1373,0.4274,2.3732,0.9518,0.0706,0.3813,50.56,Tropical Deciduous,788.1,11.7,FSI_Report_2017,0.8928994805095827
dang_0341,20.509074,73.861345,2024-03-08,1.0,133,133.75,dense,Teak,0.6157,0.5037,0.2199,0.1637,0.1557,0.5093,2.289,0.744,0.1374,0.156,45.65,Tropical Deciduous,204.2,20.6,Satellite_Analysis,0.7710154313291254
dang_0342,20.52126,73.786139,2024-03-14,1.0,139,139.93,dense,Teak,0.6312,0.5071,0.2601,0.295,0.1241,0.2644,1.9489,1.1336,0.0891,0.3515,61.47,Teak Plantation,998.5,24.1,FSI_Report_2017,0.8495014345605705
dang_0343,20.651539,73.880921,2024-03-27,1.0,138,138.51,dense,Sadad,0.6443,0.505,0.1673,0.2719,0.1379,0.2999,3.0167,1.6245,0.1427,0.3344,61.1,Teak Plantation,203.4,26.2,Satellite_Analysis,0.8022795536648605
dang_0344,20.821299,73.654689,2024-03-01,1.0,101,101.32,dense,Teak,0.6931,0.5368,0.221,0.2662,0.1018,0.337,2.4284,1.2041,0.1432,0.1144,54.51,Tropical Deciduous,1025.1,34.2,FSI_Report_2017,0.8084717569189771
dang_0345,20.878762,73.623793,2024-03-15,1.0,106,106.27,dense,Teak,0.6525,0.5509,0.2297,0.1964,0.1248,0.4743,2.3969,0.8546,0.1108,0.3952,48.77,Tropical Deciduous,486.8,19.8,FSI_Report_2017,0.8659418763754863
dang_0346,20.631182,73.950343,2024-03-05,1.0,137,137.89,dense,Kudi,0.5808,0.5099,0.1981,0.2319,0.1484,0.3748,2.5731,1.17,0.0785,0.2563,54.07,Tropical Deciduous,927.4,11.7,DAIICT_Study_2019,0.9368648685927159
dang_0347,20.756777,73.549501,2024-03-19,1.0,105,105.21,dense,Teak,0.6465,0.5076,0.1658,0.175,0.1724,0.4871,3.0597,1.055,0.1732,0.2062,59.67,Tropical Deciduous,793.3,23.9,Field_Survey_2024,0.9210696139333169
dang_0348,20.516188,73.726565,2024-03-16,1.0,120,120.42,dense,Teak,0.5711,0.4851,0.2128,0.1775,0.0807,0.4642,2.2782,0.8336,0.1201,0.3057,46.79,Tropical Deciduous,992.7,9.6,FSI_Report_2017,0.8859299905897694
dang_0349,20.910918,73.722895,2024-03-29,1.0,117,117.21,dense,Kalam,0.6157,0.5004,0.2415,0.2904,0.1741,0.2655,2.0712,1.202,0.0762,0.3624,62.12,Tropical Deciduous,213.9,9.4,Satellite_Analysis,0.8740661843332974
dang_0350,20.862191,73.625711,2024-03-24,1.0,131,131.65,dense,Teak,0.6521,0.5212,0.2001,0.1643,0.1698,0.5205,2.6028,0.8206,0.1903,0.3939,66.06,Tropical Deciduous,193.9,20.3,Satellite_Analysis,0.8482803899439326
dang_0351,20.499973,73.904434,2024-03-13,1.0,110,110.61,dense,Teak,0.6494,0.5862,0.2468,0.2254,0.1595,0.4444,2.3747,0.9132,0.0704,0.3932,68.93,Tropical Deciduous,434.5,3.5,FSI_Report_2017,0.9737232939191188
